segment_id,review_id,listing_id,segment_text,main_topic_id,main_topic_label,topic_id,topic_label,satisfaction_0_100,sentiment_label
19942,109593644,11675421,We enjoyed the large kitchen,1,Amenities,4,Kitchen Facilities,75.53,positive
19943,109593644,11675421,which provides everything you need for cooking your own meals.,1,Amenities,4,Kitchen Facilities,50.0,neutral
19944,109593644,11675421,David was nice and really helpful.,5,Communication,18,Host Quality,85.445,positive
19945,109593644,11675421,Communication at its best.,5,Communication,17,Communication,81.845,positive
19948,729013838,33751207,Kitchen packed with everything you need.,1,Amenities,4,Kitchen Facilities,50.0,neutral
19949,729013838,33751207,Bathrooms are great with good quality towels.,1,Amenities,5,Laundry & Towels,89.53,positive
19952,502416455,4530973,the pool was awesome and the neighborhood was nice and quiet.,7,Location,29,Neighborhood Quietness,89.225,positive
19953,502416455,4530973,Check-In/Out was fantastic and Elizabeth went out of her way to adjust based on our timing of arrival.,2,Check-in,9,Check-in,77.86999999999999,positive
19954,502416455,4530973,My senior citizen parents had a little trouble with the stairs,7,Location,26,Access & Entry,32.925,negative
19955,502416455,4530973,just something to be aware of if any of the visitors are older.,6,Experience,24,Recommendation,50.0,neutral
19957,714517211015098876,5025880,The neighbourhood was beautiful as well as the flat.,7,Location,27,Location Convenience,85.92,positive
19958,357764697,19715503,The apartment is a two minute walk from the most beautiful lake side trail,7,Location,27,Location Convenience,81.80499999999999,positive
19959,357764697,19715503,the view is BEYOND gorgeous!!,6,Experience,25,View Experience,83.96000000000001,positive
19960,357764697,19715503,I had such a great stay and Luke was very lovely and helpful too :-),6,Experience,23,Overall Experience,96.34,positive
19962,129685716,10350830,He was very willing to help or answer any questions that I had.,5,Communication,18,Host Quality,72.61,positive
19963,129685716,10350830,The instructions he gave me during my check-in was clear,2,Check-in,9,Check-in,69.08999999999999,positive
19964,129685716,10350830,the check-in process was very smooth.,2,Check-in,9,Check-in,50.0,neutral
19966,129685716,10350830,where there are a lot of great restaurants.,7,Location,28,Nearby Restaurants & Shops,81.245,positive
19967,129685716,10350830,His house is also a 2 minute walk to the bus stop,7,Location,31,Transportation Access,50.0,neutral
19968,129685716,10350830,where you can take a bus to Downtown Toronto in 15 minutes.,6,Experience,23,Overall Experience,50.0,neutral
19970,1379126600484613646,1189366773044217049,This was a perfect home away from home for us.,6,Experience,22,Home Feeling,78.595,positive
19971,1467554569762344007,500793763741993964,Marie Chantal was a warm and responsive host who made our stay truly comfortable.,5,Communication,18,Host Quality,93.125,positive
19972,1467554569762344007,500793763741993964,She kindly accommodated our requests for early check-in and late check-out,2,Check-in,9,Check-in,74.695,positive
19973,1467554569762344007,500793763741993964,which added so much ease to our trip.,6,Experience,24,Recommendation,70.865,positive
19974,1467554569762344007,500793763741993964,Communication was always quick and thoughtful.,5,Communication,17,Communication,69.08999999999999,positive
19977,583248582542603809,54057631,easy entrance and instructions.,2,Check-in,9,Check-in,72.02,positive
19978,583248582542603809,54057631,Very clean and well maintained.,3,Cleanliness,11,General Cleanliness,82.745,positive
19979,232335888,3400979,The check in was easy and the location is great.,7,Location,27,Location Convenience,89.53,positive
19980,232335888,3400979,The apartment is comfortable for short stays.,0,Accuracy,0,Apartment Expectation,75.53,positive
19981,232335888,3400979,If there are guests in the apartment above,0,Accuracy,0,Apartment Expectation,50.0,neutral
19982,232335888,3400979,you can hear them walking.,7,Location,27,Location Convenience,50.0,neutral
19984,242288241,14596380,the view was beautiful.,6,Experience,25,View Experience,79.97000000000001,positive
19985,242288241,14596380,Location is at the heart of Toronto and close to all of the attractions.,6,Experience,23,Overall Experience,89.53,positive
19986,242288241,14596380,Perfect condo for a weekend in the city.,3,Cleanliness,11,General Cleanliness,78.595,positive
19987,887122355701334527,46564746,I have a wonderful stay at Rays place.,6,Experience,23,Overall Experience,78.595,positive
19991,1427688801587255621,1263897098460401546,Great place!,6,Experience,23,Overall Experience,82.94,positive
19994,1427688801587255621,1263897098460401546,Very modern and new.,4,Comfort,14,Interior Design,50.0,neutral
19998,327884464,19170008,Great location!,7,Location,27,Location Convenience,82.94,positive
20000,540474791,22102607,Wonderful host!,5,Communication,18,Host Quality,80.57000000000001,positive
20001,1416097543680717680,591207290192401504,Great place,6,Experience,23,Overall Experience,81.245,positive
20002,1416097543680717680,591207290192401504,very clean and convenient.,3,Cleanliness,11,General Cleanliness,72.88,positive
20003,1148569742757101222,52876805,Great location yet calm street.,7,Location,27,Location Convenience,87.53,positive
20004,1148569742757101222,52876805,Found it tricky to open the lockbox,7,Location,26,Access & Entry,42.345,negative
20005,1148569742757101222,52876805,great stay!,6,Experience,23,Overall Experience,82.94,positive
20006,1148569742757101222,52876805,Bed was very comfortable and space was clean.,4,Comfort,13,Bed Comfort,87.12500000000001,positive
20008,261625606,16359399,Great basement apartment in an amazing location.,4,Comfort,12,Basement & Ceiling,91.8,positive
20010,261625606,16359399,The Hosts are quick to respond and follow up with two friendly dogs that greet you when you come in.,5,Communication,18,Host Quality,83.525,positive
20011,261625606,16359399,Separate entrance and good privacy.,7,Location,26,Access & Entry,72.02,positive
20013,705053559256237731,16712953,Easy location for TTC.,7,Location,31,Transportation Access,72.02,positive
20014,705053559256237731,16712953,Nice cool apartment for the hot days.,0,Accuracy,0,Apartment Expectation,81.245,positive
20015,705053559256237731,16712953,Backyard patio was so great and the hosts are so pleasant.,6,Experience,25,View Experience,94.405,positive
20016,705053559256237731,16712953,all amenities on hand.,1,Amenities,3,General Amenities,74.695,positive
20017,705053559256237731,16712953,Groceries and gas very close by.,7,Location,28,Nearby Restaurants & Shops,50.0,neutral
20018,705053559256237731,16712953,Comfortable beds for sure!,4,Comfort,13,Bed Comfort,85.44,positive
20019,705053559256237731,16712953,Wonderful stay : ),6,Experience,23,Overall Experience,78.595,positive
20020,42449951,5942478,Dana is a wonderful person,5,Communication,18,Host Quality,78.595,positive
20021,42449951,5942478,We Have Really enjoyed our stay in his company : the apartment she rented us is very clean,3,Cleanliness,11,General Cleanliness,88.2,positive
20022,42449951,5942478,well- arranged and we lacked nothing,5,Communication,19,Issue Handling,63.660000000000004,positive
20023,42449951,5942478,it is close to downtown,7,Location,27,Location Convenience,50.0,neutral
20024,42449951,5942478,all living on a market WE have had No Need to Take a taxi from the UN.,7,Location,31,Transportation Access,35.199999999999996,negative
20025,42449951,5942478,dana is Still SI We Need Something,5,Communication,18,Host Quality,50.0,neutral
20026,42449951,5942478,the presence of SA 's stay of our improvement,6,Experience,23,Overall Experience,72.94,positive
20027,42449951,5942478,I recommend you to go to Dana,5,Communication,18,Host Quality,68.06,positive
20028,471629544801056399,47314550,Great location.,7,Location,27,Location Convenience,81.245,positive
20030,1489248474584085273,51800719,The condo is perfectly located to walk to Rogers Stadium to catch a game!,6,Experience,23,Overall Experience,83.48,positive
20032,624607649157743522,18161463,Host is very nice.,5,Communication,18,Host Quality,73.77,positive
20033,576804854604618244,29186827,Great place,6,Experience,23,Overall Experience,81.245,positive
20035,576804854604618244,29186827,friendly host.,5,Communication,18,Host Quality,74.695,positive
20037,1373998573467905047,1180672723651058120,Kala and Mathee were incredible hosts!,5,Communication,18,Host Quality,50.0,neutral
20041,1373998573467905047,1180672723651058120,The place felt like a true home away from home,6,Experience,22,Home Feeling,82.43,positive
20044,94119519,11690168,Mustafa was a great host!,5,Communication,18,Host Quality,82.94,positive
20045,94119519,11690168,He answered any questions that I had promptly.,5,Communication,20,Quick Response,50.0,neutral
20046,94119519,11690168,The condo was nice,3,Cleanliness,11,General Cleanliness,71.075,positive
20047,94119519,11690168,clean and had a beautiful view.,6,Experience,25,View Experience,88.25,positive
20048,94119519,11690168,I would definitely stay here again and recommend my friends do the same!,6,Experience,24,Recommendation,91.105,positive
20049,708630487354691086,34397257,Really close to the subway!,7,Location,31,Transportation Access,50.0,neutral
20050,183927463,12824971,This was my first airbnb experience and to say things went smoothly would be an understatement.,6,Experience,23,Overall Experience,50.0,neutral
20051,183927463,12824971,Kris was an exceptional host,5,Communication,18,Host Quality,50.0,neutral
20052,183927463,12824971,His apartment is close to most popular tourist destinations in Toronto,6,Experience,23,Overall Experience,73.77,positive
20053,183927463,12824971,and even the further away attractions are only a ~30 minute walk.,7,Location,27,Location Convenience,71.075,positive
20054,183927463,12824971,Kris was quick to respond to any questions,5,Communication,20,Quick Response,50.0,neutral
20055,183927463,12824971,I would highly recommend this to anyone looking for a place to stay in Toronto!,6,Experience,23,Overall Experience,73.7,positive
20056,1515406055015306388,1283364244503585292,Really great place and location.,7,Location,27,Location Convenience,82.95,positive
20059,1405908215185261921,1051377888561807270,Perfect place to stay near lots of good restaurants!,7,Location,28,Nearby Restaurants & Shops,89.2,positive
20060,1405908215185261921,1051377888561807270,Very clean and spacious.,3,Cleanliness,11,General Cleanliness,72.88,positive
20062,194313755,1594005,The place looks exactly as pictured and is fairly spacious for a downtown condo.,3,Cleanliness,11,General Cleanliness,50.0,neutral
20063,194313755,1594005,The bed is very comfy and there was lots of room for our clothes.,4,Comfort,13,Bed Comfort,50.0,neutral
20064,194313755,1594005,The apartment was well equipped and had everything we needed.,0,Accuracy,0,Apartment Expectation,63.660000000000004,positive
20065,194313755,1594005,There are also lots of good restaurants nearby.,7,Location,28,Nearby Restaurants & Shops,72.02,positive
20066,194313755,1594005,Rahim was a friendly host and all our questions were answered quickly.,5,Communication,18,Host Quality,74.695,positive
20067,194313755,1594005,Check in and checkout were very easy.,2,Check-in,9,Check-in,74.635,positive
20068,194313755,1594005,The building seems to have a lot of great amenities,1,Amenities,3,General Amenities,81.245,positive
20071,194313755,1594005,this is the place to stay.,6,Experience,23,Overall Experience,50.0,neutral
20072,1142133044526709030,623455569754435589,camilile’s place was super comfortable,4,Comfort,16,Overall Comfort,90.10000000000001,positive
20074,1255162404882739619,1243563549269411269,Pooja was very helpful and responsive.,5,Communication,21,Responsive Host,85.28,positive
20075,1255162404882739619,1243563549269411269,Very walkable to the bay hotels for conference attendees.,6,Experience,23,Overall Experience,50.0,neutral
20076,315337163,2267889,Genevieve’s place is everything you can ask for: private entrance,7,Location,26,Access & Entry,50.0,neutral
20077,315337163,2267889,comfortable sleeping quarters,4,Comfort,16,Overall Comfort,75.53,positive
20078,315337163,2267889,fun lounge areas and a full kitchen for those times you want the comfort of a home cooked meal.,6,Experience,25,View Experience,86.345,positive
20079,315337163,2267889,We really enjoyed our stay and would absolutely book this space again,6,Experience,24,Recommendation,77.815,positive
20080,315337163,2267889,despite the distance for the center city.,7,Location,27,Location Convenience,50.0,neutral
20082,79770811,6196536,I stayed at Catherine's over the weekend to attend a music festival.,6,Experience,23,Overall Experience,74.695,positive
20083,79770811,6196536,She was a very friendly host,5,Communication,18,Host Quality,77.06500000000001,positive
20084,79770811,6196536,her home was very clean,3,Cleanliness,11,General Cleanliness,72.88,positive
20086,79770811,6196536,She was very knowledgable about the neighbourhood and had some great suggestions about where to go during my downtime during the weekend.,7,Location,27,Location Convenience,81.245,positive
20087,79770811,6196536,She was even willing to mail some sunglasses I had accidentally forgotten back to me.,5,Communication,19,Issue Handling,24.47,negative
20088,79770811,6196536,If I am back in the area I would definitely try to stay with Catherine again!,6,Experience,24,Recommendation,72.87,positive
20089,461015549,34688874,Sergio and Natalia are amazing hosts and I wouldn’t think twice before booking again with them the basement studio was very spacious and clean in a great neighborhood just minutes away from transportation.. conveniently located near 7/11,5,Communication,18,Host Quality,94.855,positive
20090,461015549,34688874,Walmart and other shopping centers just blocks away.,7,Location,28,Nearby Restaurants & Shops,38.685,negative
20091,461015549,34688874,Brand new amenities and well equipped Sergio was attentive and very welcoming 5/5 🌟 “Loaded Burgers” just blocks away is a must try one of many great recommendations by the host.,7,Location,28,Nearby Restaurants & Shops,90.865,positive
20092,461015549,34688874,Best poutine in the city!,7,Location,27,Location Convenience,83.48,positive
20094,1438557726016030354,1399866428274355660,Has fitness amenities and close to many places downtown.,7,Location,27,Location Convenience,63.660000000000004,positive
20096,1438557726016030354,1399866428274355660,Quite a cozy place to stay and I hope to be back!,4,Comfort,16,Overall Comfort,74.63,positive
20097,553641688359040970,47705028,Julie was a wonderful host and very quick to respond to any messages and inquiries.,5,Communication,18,Host Quality,78.595,positive
20098,619440613,14585973,An amazing apartment in a great area,0,Accuracy,0,Apartment Expectation,91.8,positive
20099,619440613,14585973,would definitely recommend!,6,Experience,24,Recommendation,83.48,positive
20101,265026361,14935968,Steve and Victoria are wonderful hosts who truly care about providing a lovely experience.,5,Communication,18,Host Quality,96.37,positive
20102,265026361,14935968,The coach house is absolutely beautiful and had everything to make us feel welcome and comfortable.,6,Experience,22,Home Feeling,94.415,positive
20105,1503778102154506024,566461032655772487,Happy to get a spot last minute and in the area of the things we wanted to do on our visit to Toronto!,6,Experience,23,Overall Experience,80.57000000000001,positive
20106,1503778102154506024,566461032655772487,Host was great at communicating and accommodating our request for early check-in.,5,Communication,18,Host Quality,81.245,positive
20107,1503778102154506024,566461032655772487,Clean and comfortable space!,3,Cleanliness,11,General Cleanliness,87.12,positive
20108,1073985707661124263,986978396509683041,Rostam was a great host and made us feel welcome.,5,Communication,18,Host Quality,89.82,positive
20109,1073985707661124263,986978396509683041,The place is in a great location with lovely harbor views,6,Experience,25,View Experience,91.8,positive
20111,205610089,15845514,Great place and great host!,5,Communication,18,Host Quality,92.94,positive
20113,555472464,18037900,If you park your car in the lot nearby you can leave it there and manage on foot/transit!,1,Amenities,6,Parking,43.7,negative
20117,653602351013910934,48678430,Frankie is a gracious host with an extremely rapid response time.,5,Communication,18,Host Quality,77.86999999999999,positive
20118,1474780169661547681,42995009,We booked Kylie's place,6,Experience,23,Overall Experience,50.0,neutral
20119,1474780169661547681,42995009,visiting Toronto for a concert.,6,Experience,23,Overall Experience,50.0,neutral
20120,1474780169661547681,42995009,We had 6 people in our group,4,Comfort,14,Interior Design,50.0,neutral
20121,1474780169661547681,42995009,and Kylie's place was very spacious and comfortable for us.,4,Comfort,14,Interior Design,77.60000000000001,positive
20122,1474780169661547681,42995009,each couple had their own floor to themselves,4,Comfort,15,Interior Space & Natural Light,50.0,neutral
20123,1474780169661547681,42995009,so it felt private even when sharing a house.,4,Comfort,14,Interior Design,71.075,positive
20124,1474780169661547681,42995009,The house is kept clean with lots of small details and items that make it feel like home away from home.,6,Experience,22,Home Feeling,81.845,positive
20125,1474780169661547681,42995009,there were extra toiletries in case you forgot something which was so thoughtful!,5,Communication,19,Issue Handling,78.295,positive
20126,1474780169661547681,42995009,Our group loved the location & being close to Baldwin Village (we loved Butter&Blue in the morning for breakfast/coffee)!,7,Location,28,Nearby Restaurants & Shops,92.19500000000001,positive
20127,1474780169661547681,42995009,The street that Kylie's house is located on was quiet and near public transit.,7,Location,29,Neighborhood Quietness,50.0,neutral
20128,1474780169661547681,42995009,My husband is a light sleeper,7,Location,29,Neighborhood Quietness,50.0,neutral
20129,1474780169661547681,42995009,and even he said it was quiet enough for him!,7,Location,29,Neighborhood Quietness,50.0,neutral
20130,1474780169661547681,42995009,The dedicated parking space made the trip so stress free,1,Amenities,6,Parking,72.595,positive
20131,1474780169661547681,42995009,as I know Toronto street parking can be cumbersome.,6,Experience,23,Overall Experience,50.0,neutral
20132,1474780169661547681,42995009,Kylie also helped us arrange an extra parking space for $20/night from her neighbor.,1,Amenities,6,Parking,50.0,neutral
20133,1474780169661547681,42995009,Kylie always responded quickly & was very helpful throughout our stay!,5,Communication,20,Quick Response,76.22,positive
20134,909493784603745588,15190509,Hospitable and responsive people.,5,Communication,21,Responsive Host,68.06,positive
20135,909493784603745588,15190509,The house is clean and quiet,7,Location,29,Neighborhood Quietness,70.095,positive
20136,909493784603745588,15190509,everything fits the description.,4,Comfort,14,Interior Design,50.0,neutral
20137,190514449,16429884,Specious and clean place at good location.,3,Cleanliness,11,General Cleanliness,84.04,positive
20138,190514449,16429884,Internet was fast with good international connectivity.,1,Amenities,8,Wi-Fi & TV,72.02,positive
20141,1531261694622401198,1453093521660953111,Sophon’s place was incredibly clean,3,Cleanliness,11,General Cleanliness,72.88,positive
20142,1531261694622401198,1453093521660953111,and amazingly decorated.,4,Comfort,14,Interior Design,50.0,neutral
20144,1531261694622401198,1453093521660953111,Sophon was very responsive and helpful.,5,Communication,21,Responsive Host,85.28,positive
20145,1531261694622401198,1453093521660953111,This was a wonderful Airbnb and we would definitely stay here again.,6,Experience,23,Overall Experience,87.53,positive
20146,1507340197434071498,23697190,Fei's place was where I needed to be in the city.,7,Location,27,Location Convenience,50.0,neutral
20147,947907509397498578,3001761,I had a very comfortable 2 months stay as I just moved to Toronto.,6,Experience,23,Overall Experience,77.815,positive
20148,947907509397498578,3001761,The place is very clean and well maintained.,3,Cleanliness,11,General Cleanliness,82.745,positive
20149,947907509397498578,3001761,Kitchen was fully equipped for a long stay to cook and prepare meals.,1,Amenities,4,Kitchen Facilities,50.0,neutral
20150,947907509397498578,3001761,The area is great,7,Location,27,Location Convenience,81.245,positive
20152,947907509397498578,3001761,peaceful quiet and safe neighborhood.,7,Location,29,Neighborhood Quietness,86.345,positive
20153,947907509397498578,3001761,relatively good access to public transport.,7,Location,31,Transportation Access,72.02,positive
20155,947907509397498578,3001761,the only downside is the temperature in the apartment was quite warm in the summer and the AC is not controllable in the unit,1,Amenities,7,Temperature Control,52.49,neutral
20156,947907509397498578,3001761,the host was very responsive and brought by a fan to use.,5,Communication,21,Responsive Host,81.2,positive
20158,1164541314972502500,1062318426001941693,Convenient if you plan on taking the train and an amazing view of the city of Toronto!,6,Experience,23,Overall Experience,81.195,positive
20159,296762113,14694749,Jason and Amada were really great hosts,5,Communication,18,Host Quality,82.95,positive
20160,296762113,14694749,they were both always availaible when we had questions and were very welcoming.,5,Communication,18,Host Quality,74.635,positive
20162,296762113,14694749,The place is really clean and confortable.,3,Cleanliness,11,General Cleanliness,72.88,positive
20163,296762113,14694749,We enjoyed it alot.,6,Experience,23,Overall Experience,75.53,positive
20164,296762113,14694749,We were close to almost everything or it was really easy to have access to everything in Toronto so it was perfect on that side as well.,6,Experience,23,Overall Experience,92.51499999999999,positive
20166,428024590,17302790,Erin is a very attentive host and her place was extremely stylish.,6,Experience,23,Overall Experience,50.0,neutral
20168,354069479,22226978,Great Location and view for a reasonable price.,6,Experience,25,View Experience,81.245,positive
20169,354069479,22226978,Add in parking and you have the best deal in Toronto.,6,Experience,23,Overall Experience,81.845,positive
20170,1145047701307456675,1068392970010668444,When we first arrived the water was not working,3,Cleanliness,10,Bathroom Cleanliness,50.0,neutral
20171,1145047701307456675,1068392970010668444,Alex was so understanding and very nice.,5,Communication,18,Host Quality,73.77,positive
20172,1145047701307456675,1068392970010668444,She kept us up to date about the situation and was very generous !,6,Experience,24,Recommendation,79.86999999999999,positive
20175,1145047701307456675,1068392970010668444,amazing view and as a Toronto Maple Leafs fan,6,Experience,23,Overall Experience,86.345,positive
20176,1145047701307456675,1068392970010668444,the most perfect spot!,7,Location,27,Location Convenience,82.34,positive
20177,1145047701307456675,1068392970010668444,I would 100% recommend this place and I for sure would love to Airbnb here again the next time im in town.,6,Experience,23,Overall Experience,92.00999999999999,positive
20178,1145047701307456675,1068392970010668444,P.S the welcome booklet was the cherry on top.,6,Experience,25,View Experience,79.295,positive
20179,1145047701307456675,1068392970010668444,Definitely helped to answer a lot of questions I would've asked.,5,Communication,18,Host Quality,70.095,positive
20180,1514683661290878304,925424433697410718,Sonia is a fantastic and welcoming host.,5,Communication,18,Host Quality,87.895,positive
20181,1514683661290878304,925424433697410718,The room as well the whole house felt very homey and clean.,3,Cleanliness,11,General Cleanliness,81.02000000000001,positive
20184,1186292190465399095,1149926554491207872,Great views and convenient location,6,Experience,25,View Experience,81.245,positive
20185,775430854943165163,740547454213832217,Aletha was very kind and assisted with all the questions we had,5,Communication,18,Host Quality,78.545,positive
20186,775430854943165163,740547454213832217,gave us recommendations for food to eat.,7,Location,28,Nearby Restaurants & Shops,50.0,neutral
20188,1353027837607130332,51467111,It was a great location with a nice homely vibe.,6,Experience,22,Home Feeling,89.225,positive
20189,194893827,8150292,The Apartment was conveniently located,0,Accuracy,0,Apartment Expectation,50.0,neutral
20190,194893827,8150292,close to the lake and Union Station.,7,Location,31,Transportation Access,50.0,neutral
20191,194893827,8150292,I had access to a private bathroom and everything was really clean and tidy.,3,Cleanliness,10,Bathroom Cleanliness,72.88,positive
20192,194893827,8150292,I would definitevely stay again at Shamar place if again in Toronto,6,Experience,23,Overall Experience,50.0,neutral
20193,1130455702419928528,1856109,Great place,6,Experience,23,Overall Experience,81.245,positive
20194,981940449467690947,720220619723405302,Great Stay in Beautiful Toronto We stayed in Ajit’s place for a week,6,Experience,23,Overall Experience,92.00999999999999,positive
20195,981940449467690947,720220619723405302,visiting Toronto & exploring the surrounding area.,6,Experience,23,Overall Experience,50.0,neutral
20196,981940449467690947,720220619723405302,so only used 2 of the upstairs bedrooms & bathrooms,3,Cleanliness,10,Bathroom Cleanliness,50.0,neutral
20197,981940449467690947,720220619723405302,they were clean & comfortable & as pictured.,0,Accuracy,1,Photo Accuracy,85.92,positive
20198,981940449467690947,720220619723405302,(Just to note the fourth bedroom in the basement does not have a window).,4,Comfort,12,Basement & Ceiling,50.0,neutral
20199,981940449467690947,720220619723405302,We felt very safe in the local neighbourhood (& all the time in our time in Canada).,7,Location,27,Location Convenience,74.635,positive
20200,981940449467690947,720220619723405302,We used the local buses,7,Location,31,Transportation Access,50.0,neutral
20202,981940449467690947,720220619723405302,then hired a car to explore further afield.,7,Location,27,Location Convenience,50.0,neutral
20203,981940449467690947,720220619723405302,Local public transport is great,7,Location,31,Transportation Access,81.245,positive
20204,981940449467690947,720220619723405302,again clean & safe & walkable from the property.,6,Experience,22,Home Feeling,84.04,positive
20205,981940449467690947,720220619723405302,We loved our time in Canada & would recommend this property if you want a home from home experience,6,Experience,23,Overall Experience,88.58500000000001,positive
20206,981940449467690947,720220619723405302,with a very responsive owner to any questions we had.,5,Communication,21,Responsive Host,71.005,positive
20207,402812576156120953,37660591,thoughtful touches,4,Comfort,14,Interior Design,69.08999999999999,positive
20208,402812576156120953,37660591,neat and tidy,3,Cleanliness,11,General Cleanliness,72.94,positive
20209,348079524,29396023,The home is wonderful and quite beautiful!,6,Experience,22,Home Feeling,92.375,positive
20210,348079524,29396023,Great location,7,Location,27,Location Convenience,81.245,positive
20211,348079524,29396023,with lots do to in the area.,7,Location,27,Location Convenience,50.0,neutral
20212,348079524,29396023,Would definitely recommend.,6,Experience,24,Recommendation,81.845,positive
20213,1015289643780655294,38215883,Jason's place is in a great location.,6,Experience,23,Overall Experience,81.245,positive
20216,1015289643780655294,38215883,It's basically just a bedroom and shared bathroom,3,Cleanliness,10,Bathroom Cleanliness,67.0,positive
20217,1015289643780655294,38215883,so it's perfect for those of us who just need a home base for enjoying the city.,7,Location,27,Location Convenience,90.575,positive
20218,1015289643780655294,38215883,The room is cute,4,Comfort,15,Interior Space & Natural Light,72.94,positive
20220,1015289643780655294,38215883,Jason was friendly and gave clear instructions for check in and check out.,2,Check-in,9,Check-in,85.015,positive
20221,1015289643780655294,38215883,Everything was super easy.,5,Communication,19,Issue Handling,88.915,positive
20222,1243617112145762529,1019083771936540452,Perfect location right next to union station and Scotiabank arena where we attended a concert was only a 3 min walk.,6,Experience,23,Overall Experience,78.595,positive
20224,1243617112145762529,1019083771936540452,The parking/security was a bit stressful,1,Amenities,6,Parking,24.47,negative
20225,1243617112145762529,1019083771936540452,even tho they had picture instructions,0,Accuracy,1,Photo Accuracy,50.0,neutral
20226,1243617112145762529,1019083771936540452,I’m not used to navigating this stuff as I don’t live in the city.,7,Location,27,Location Convenience,50.0,neutral
20228,629259073,13313258,This is my second time staying in Melissa’s space and once again it was everything I had hoped for and more.,6,Experience,23,Overall Experience,69.08999999999999,positive
20229,629259073,13313258,I was able to have quiet to work and the touch keurig is my fave.,1,Amenities,2,Coffee & Breakfast,72.02,positive
20230,629259073,13313258,The space is clean and warm (feeling wise not heat).,1,Amenities,7,Temperature Control,90.10000000000001,positive
20231,629259073,13313258,Of course I will be staying there again :).,6,Experience,23,Overall Experience,50.0,neutral
20232,629259073,13313258,I recommend it to anyone looking for somewhere IN the city with greenery still around them.,6,Experience,24,Recommendation,68.06,positive
20233,1314681863404264445,1016854886967614006,Communicative host,5,Communication,17,Communication,50.0,neutral
20234,1314681863404264445,1016854886967614006,great location,7,Location,27,Location Convenience,81.245,positive
20236,1165308830048711530,12321012,Preston was absolutely wonderful to deal with!,8,Value,32,Value,82.34,positive
20237,1165308830048711530,12321012,He was very accommodating of our requests and replied quickly to any questions we had.,5,Communication,20,Quick Response,50.0,neutral
20238,1165308830048711530,12321012,The view was amazing,6,Experience,25,View Experience,79.295,positive
20240,1165308830048711530,12321012,the neighbours are great and we were able to play music outside loud till 2am!,7,Location,29,Neighborhood Quietness,88.88499999999999,positive
20241,1165308830048711530,12321012,We enjoyed our stay very much and it was the perfect stay for a girls getaway!,6,Experience,23,Overall Experience,90.35,positive
20242,1005070913452821763,755004869313306529,Host was friendly and responsive.,5,Communication,21,Responsive Host,84.53999999999999,positive
20243,1005070913452821763,755004869313306529,Location was convenient for me.,7,Location,27,Location Convenience,50.0,neutral
20244,1005070913452821763,755004869313306529,Noise isolation was sometimes a bit sub-optimal.,7,Location,29,Neighborhood Quietness,29.905000000000005,negative
20245,544621278,35543251,The apartment is in a great location within minutes of the beautiful harbour.,0,Accuracy,0,Apartment Expectation,92.00999999999999,positive
20246,544621278,35543251,The local amenities are great and the host was very quick at responding to messages.,5,Communication,18,Host Quality,81.245,positive
20247,338484918,17971401,great location and very responsive and helpful host.,5,Communication,21,Responsive Host,93.685,positive
20250,723189635012940025,52124074,Has a great bathtub which was perfect for Me and my friend had the shower he likes.,3,Cleanliness,10,Bathroom Cleanliness,96.50000000000001,positive
20252,1510295579833943369,52411976,This is our 3rd visit to The One Toronto villa,6,Experience,23,Overall Experience,50.0,neutral
20254,1510295579833943369,52411976,The host was very responsive and immediately assisted us with fixing any issues.,5,Communication,21,Responsive Host,71.005,positive
20256,162619196,19317016,wonderful communication and service.,5,Communication,17,Communication,78.595,positive
20257,162619196,19317016,Easy to get to and the neighbourhood is lovely.,7,Location,27,Location Convenience,88.58500000000001,positive
20258,420378116,11648181,Amazing place in the heart of Toronto Downtown.,6,Experience,23,Overall Experience,92.00999999999999,positive
20259,420378116,11648181,Olya is an excellent host and has her place ready with extra touch's to make you feel at home.,5,Communication,18,Host Quality,86.75500000000001,positive
20260,420378116,11648181,I will definitely recommend and book her place on our next trip to Toronto.,6,Experience,23,Overall Experience,81.845,positive
20261,1059486542340269091,1026866479433836778,kitchen stocked with just about anything you need if you are cooking in,1,Amenities,4,Kitchen Facilities,50.0,neutral
20262,1059486542340269091,1026866479433836778,beautiful side view of Lake Ontario.,7,Location,27,Location Convenience,79.97000000000001,positive
20263,1059486542340269091,1026866479433836778,Street Cars for public transportation just outside of Condo,7,Location,31,Transportation Access,50.0,neutral
20264,1059486542340269091,1026866479433836778,grocery store across street from stay and the most comfortable bed to sleep in.,4,Comfort,13,Bed Comfort,77.815,positive
20265,1059486542340269091,1026866479433836778,This will be my go to place when visiting Toronto.,6,Experience,23,Overall Experience,50.0,neutral
20266,1059486542340269091,1026866479433836778,Host is AMAZING!!,5,Communication,18,Host Quality,86.42,positive
20267,26170629,2455129,Kate was an amazing host and her apartament is super nice,5,Communication,18,Host Quality,94.425,positive
20268,26170629,2455129,is well located and with a lot of facilites.,7,Location,27,Location Convenience,63.660000000000004,positive
20270,26170629,2455129,all the apartment have small notes,0,Accuracy,0,Apartment Expectation,50.0,neutral
20271,26170629,2455129,so you never feel confused because you just need to follow her directions.,2,Check-in,9,Check-in,62.05500000000001,positive
20272,26170629,2455129,The Ontario's lake view is fantastic!,7,Location,27,Location Convenience,79.915,positive
